Município;IDH;codibge
Sooretama;0,662;205010
Mato Verde;0,662;141009
Miranorte;0,662;713304
Iguatemi;0,662;004304
Rosário da Limeira;0,662;156452
Jacuizinho;0,662;310876
Barra do Quaraí;0,662;301875
Cacique Doble;0,662;303202
Fontoura Xavier;0,661;308300
Riozinho;0,661;315750
Teresina de Goiás;0,661;221080
Esperança do Sul;0,661;307450
Pantano Grande;0,661;313953
São Gonçalo do Amarante;0,661;312403
São Raimundo Nonato;0,661;210607
Nova Rosalândia;0,661;715002
Alto Caparaó;0,661;102050
Itapirapuã Paulista;0,661;522653
Aracitaba;0,661;103306
Brunópolis;0,661;202875
Lajinha;0,661;137700
Pau D'Arco;0,661;505551
Bom Jesus do Araguaia;0,661;101852
Capela de Santana;0,661;304689
São José do Povo;0,661;107297
Indiavaí;0,661;104500
Jeceaba;0,661;135407
Açu;0,661;400208
Serra Talhada;0,661;613909
Divino das Laranjeiras;0,661;122108
Cerro Branco;0,661;305132
Propriá;0,661;805703
Campo Limpo de Goiás;0,661;204854
Toledo;0,661;169109
Pinheiro Machado;0,661;314506
Senador Amaral;0,661;165578
Alvorada do Norte;0,66;200803
Imbituva;0,66;110102
Agudos do Sul;0,66;100301
Satuba;0,66;708907
Figueirão;0,66;003900
Cerro Grande do Sul;0,66;305173
Extremoz;0,66;403608
Bom Sucesso de Itararé;0,66;507159
Muritiba;0,66;922300
Palmas;0,66;721000
Cordislândia;0,66;119005
Seritinga;0,66;166402
Cristal do Sul;0,66;306072
São Sebastião da Vargem Alegre;0,66;164431
Barra do Chapéu;0,66;505351
Bom Jardim;0,66;102002
Alto Jequitibá;0,66;153509
Ipuaçu;0,66;207684
São Francisco de Paula;0,66;161205
Avelinópolis;0,66;202809
Cocalinho;0,66;103106
Lavandeira;0,66;712157
São José do Vale do Rio Preto;0,66;305158
São Pedro da Cipa;0,66;107404
Belmiro Braga;0,66;106101
Bom Jesus do Tocantins;0,66;501576
São Pedro dos Ferros;0,659;164001
Segredo;0,659;320263
Duas Barras;0,659;301603
Timbó Grande;0,659;218251
Maranguape;0,659;307700
Monte Azul;0,659;142908
Jaguarari;0,659;917706
Fortaleza do Tabocão;0,659;#N/D
Gameleira de Goiás;0,659;208152
Tucumã;0,659;508084
Leopoldo de Bulhões;0,659;212303
Japeri;0,659;302270
Estreito;0,659;104057
Passos Maia;0,659;212270
Quixadá;0,659;311306
Carnaúba dos Dantas;0,659;402402
Varre-Sai;0,659;306156
Santa Isabel do Pará;0,659;#N/D
Couto de Magalhães de Minas;0,659;120102
Posse;0,659;218300
Sandolândia;0,659;718840
Pacajus;0,659;309607
Piratini;0,658;314605
Bueno Brandão;0,658;109105
Parintins;0,658;303403
Novo Planalto;0,658;215256
Inhapim;0,658;130903
Jesuânia;0,658;135902
Oiapoque;0,658;600501
Nova Cantu;0,658;116802
Januária;0,658;135209
Minduri;0,658;141900
Grandes Rios;0,658;108700
Colinas do Sul;0,658;205521
Caseara;0,658;703909
São José do Divino;0,658;210052
Horizonte;0,658;305233
Terenos;0,658;008008
Castanheiras;0,658;100908
Jaboticaba;0,658;310850
Santo Hipólito;0,657;160603
Tunas;0,657;322152
Matos Costa;0,657;210704
Encruzilhada do Sul;0,657;306908
Redenção da Serra;0,657;542305
Tianguá;0,657;313401
Mantenópolis;0,657;203304
Presidente Kennedy;0,657;718402
São Sebastião do Passé;0,657;929503
São José do Xingu;0,657;107354
Afogados da Ingazeira;0,657;600104
Marliéria;0,657;140308
Ibertioga;0,657;129400
Itacurubi;0,657;310553
Entre Rios;0,657;910503
Heliodora;0,657;129202
Arroio Grande;0,657;301305
Aguiarnópolis;0,657;700301
Guajará-Mirim;0,657;100106
São José do Mantimento;0,657;163607
Cocalzinho de Goiás;0,657;205513
Divinésia;0,657;121902
Cordisburgo;0,656;118908
Vale de São Domingos;0,656;108352
Pescador;0,656;150000
Mesquita;0,656;141702
Santo Antônio do Leverger;0,656;107800
Rio dos Índios;0,656;315552
Ferreira Gomes;0,656;600238
Itaiçaba;0,656;306207
Itaúna do Sul;0,656;111308
Planalto da Serra;0,656;106455
Serro;0,656;167103
Brejetuba;0,656;201159
Laranja da Terra;0,656;203163
Curiúva;0,656;107009
Brasília de Minas;0,656;108602
Brumado;0,656;904605
Augusto de Lima;0,656;104809
Arinos;0,656;104502
Antônio Olinto;0,656;101309
Mata;0,656;312104
Tavares;0,656;516607
Campo Maior;0,656;202208
Pedra Dourada;0,655;149002
Chalé;0,655;116001
Manoel Viana;0,655;311759
Nova Iguaçu de Goiás;0,655;214879
Vitória das Missões;0,655;323754
São João do Sabugi;0,655;412104
Natividade da Serra;0,655;532306
Lamim;0,655;137908
Aracati;0,655;301109
Sapopema;0,655;126207
Capanema;0,655;502202
Raul Soares;0,655;154002
Engenheiro Navarro;0,655;123809
Tesouro;0,655;108105
Baliza;0,655;203104
Boa Ventura de São Roque;0,655;103040
Carmo da Cachoeira;0,655;113909
Belo Vale;0,655;106408
Funilândia;0,655;127206
Mandirituba;0,655;114302
São João da Baliza;0,655;400506
Santo Antônio do Leste;0,655;107792
Itapemirim;0,654;202801
Dores do Rio Preto;0,654;202009
Sem-Peixe;0,654;165560
Saltinho;0,654;545159
Galiléia;0,654;127305
Nova Viçosa;0,654;923001
Portelândia;0,654;218102
Francisco Sá;0,654;126703
Pinhão;0,654;805208
Itapiranga;0,654;302009
Santa Cruz Cabrália;0,654;927705
Rafael Godeiro;0,654;410603
Talismã;0,654;720978
São João do Jaguaribe;0,654;312502
Dezesseis de Novembro;0,654;306353
Itaporã;0,654;004502
Abre Campo;0,654;100302
Campos Verdes;0,654;204953
Capão Alto;0,654;203253
Tanguá;0,654;305752
Silva Jardim;0,654;305604
Cruzeta;0,654;403004
Iapu;0,654;129301
Pedro Canário;0,654;204054
Damianópolis;0,654;206701
Epitaciolândia;0,653;200252
Presidente Dutra;0,653;109106
Campestre de Goiás;0,653;204607
Trombas;0,653;221452
Rio Rufino;0,653;215059
Santa Amélia;0,653;123105
Itabirinha;0,653;131802
Ilha de Itamaracá;0,653;607604
São Lourenço da Mata;0,653;613701
Ritápolis;0,653;156106
Novo Santo Antônio;0,653;206951
Bom Repouso;0,653;107901
Capelinha;0,653;112307
Divinópolis de Goiás;0,653;208301
São João da Mata;0,653;162302
São José de Ubá;0,652;305133
São Martinho da Serra;0,652;319125
Poconé;0,652;106505
Jijoca de Jericoacoara;0,652;307254
Caraá;0,652;304713
Guarará;0,652;128501
Ipiranga;0,652;110508
Iracema;0,652;400282
Moreno;0,652;609402
Casa Grande;0,652;114907
Mauá da Serra;0,652;115754
Guarinos;0,652;209457
Porto Esperidião;0,652;106828
Campestre do Maranhão;0,652;102556
Sério;0,652;320453
Ibarama;0,652;309753
Silveirânia;0,652;167301
Água Doce do Norte;0,652;200169
Chupinguaia;0,652;100924
General Carneiro;0,652;108502
Alto Boa Vista;0,651;100359
Virgínia;0,651;171709
Porteirinha;0,651;152204
Arraias;0,651;702406
Serra dos Aimorés;0,651;166709
Crucilândia;0,651;120607
Periquito;0,651;149952
Goiana;0,651;606200
São Francisco de Goiás;0,651;219902
Nova Campina;0,651;532827
Nova Brasilândia;0,651;106208
Padre Bernardo;0,651;215603
Ivaí;0,651;111407
Santana do Deserto;0,651;158607
Rochedo;0,651;007505
Taquaraçu de Minas;0,651;168309
Bacabal;0,651;101202
São Geraldo;0,651;161502
Aparecida do Rio Negro;0,651;701101
Nova Tebas;0,651;117271
Taquarussu;0,651;007976
Jati;0,651;307205
São José das Missões;0,651;318457
Igaratinga;0,651;130200
Santa Rita do Tocantins;0,651;718899
Carmésia;0,65;113800
Gameleiras;0,65;127339
Cabixi;0,65;100031
São João do Manhuaçu;0,65;162559
Itanhomi;0,65;133204
Nova Bandeirantes;0,65;106158
Pinhal da Serra;0,65;314464
Ventania;0,65;128534
Faina;0,65;207535
Cana Verde;0,65;111903
Canguçu;0,65;304507
Pium;0,65;717503
Rosário Oeste;0,65;107701
Rio Casca;0,65;154903
Guadalupe;0,65;204501
Barros Cassal;0,65;302006
Marmelópolis;0,65;140407
Pacaraima;0,65;400456
Monte Alegre dos Campos;0,65;312377
Monjolos;0,65;142502
Itaporã do Tocantins;0,65;711100
São Luiz;0,649;400605
Canaã;0,649;111705
Jesúpolis;0,649;212055
Boa Vista;0,649;400100
Barão de Monte Alto;0,649;105509
Candeias do Jamari;0,649;100809
Cerrito;0,649;305124
Arapiraca;0,649;700300
Bayeux;0,649;501807
Alagoa;0,649;101300
Barra dos Coqueiros;0,649;800605
Jacobina;0,649;917508
São Felipe D'Oeste;0,649;101484
Mampituba;0,649;311734
Novo Horizonte do Sul;0,649;006259
Lebon Régis;0,649;209706
Novo São Joaquim;0,649;106281
Peixoto de Azevedo;0,649;106422
Timon;0,649;112209
Unistalda;0,649;322376
Santa Cruz do Capibaribe;0,648;612505
Carlos Chagas;0,648;113701
Morro da Garça;0,648;143609
Angico;0,648;701051
Dilermando de Aguiar;0,648;306379
Rio Manso;0,648;155306
Frei Inocêncio;0,648;126901
Felixlândia;0,648;125705
Cabeceira Grande;0,648;109451
Ubajara;0,648;313609
Capela Nova;0,648;112208
Cardoso Moreira;0,648;301157
São João do Oriente;0,648;162609
Santa Maria de Itabira;0,648;158003
Reserva do Iguaçu;0,648;121752
Passa-Vinte;0,648;#N/D
Brejo Santo;0,647;302503
Presidente Figueiredo;0,647;303536
Santana do Jacaré;0,647;158805
Cachoeira;0,647;904902
Caracol;0,647;202505
Valença do Piauí;0,647;211308
Vila Boa;0,647;222203
Salinópolis;0,647;506203
Ibatiba;0,647;202454
Estância;0,647;802106
Santana dos Montes;0,647;159100
Munhoz;0,647;143807
Bocaina do Sul;0,647;202438
Goiabeira;0,647;127370
São Sebastião do Alto;0,646;305307
Alpercata;0,646;101805
Lontra;0,646;138658
Carvalhos;0,646;114808
Cascavel;0,646;303501
Cacaulândia;0,646;100601
Piracema;0,646;150604
Vale Verde;0,646;322525
Santo Amaro;0,646;928604
Itamarandiba;0,646;132503
Fernandes Tourinho;0,646;125804
Penaforte;0,646;310605
Lucrécia;0,646;406908
Xinguara;0,646;508407
São Miguel do Guaporé;0,646;100320
Muniz Freire;0,645;203700
Taparuba;0,645;168051
Tibau do Sul;0,645;414209
Vila Bela da Santíssima Trindade;0,645;105507
Simolândia;0,645;220686
General Maynard;0,645;802502
Porto Alegre do Tocantins;0,645;718006
Bocaina de Minas;0,645;107208
Ouro Branco;0,645;408508
Tabuleiro do Norte;0,645;313104
Jatobá;0,645;105450
São Nicolau;0,645;319208
Foz do Jordão;0,645;108452
Paragominas;0,645;505502
Águas Formosas;0,645;100906
Manfrinópolis;0,645;114351
Vera Cruz;0,645;414803
Fernandes Pinheiro;0,645;107736
Durandé;0,645;123528
Antônio Dias;0,645;103009
São João do Piauí;0,645;210003
Mutum;0,644;144003
Crixás do Tocantins;0,644;706258
Itacoatiara;0,644;301902
Crateús;0,644;304103
Messias Targino;0,644;407609
Diamante D'Oeste;0,644;107157
Forquilha;0,644;304350
Cristal;0,644;306056
Iaciara;0,644;209903
Senador Firmino;0,644;165701
São Miguel do Anta;0,644;163805
Engenheiro Caldas;0,644;123700
Antônio João;0,643;000906
Rio Crespo;0,643;100262
Monte Carlo;0,643;211058
Nova Crixás;0,643;214838
Serranos;0,643;167004
São Valério;0,643;720499
Rio Largo;0,643;707701
Teixeirópolis;0,643;101559
Alvorada D'Oeste;0,643;100346
Calçoene;0,643;600204
Mirante da Serra;0,643;101302
Lagoão;0,643;311254
Hulha Negra;0,643;309654
Nova Brasilândia D'Oeste;0,643;100148
Nazaré;0,643;714302
Jequitaí;0,643;135605
Governador Mangabeira;0,643;911600
Carmópolis;0,643;801504
Palmeiras;0,643;923506
Argirita;0,643;104403
Quixeramobim;0,642;311405
Amapá;0,642;600105
Marechal Deodoro;0,642;704708
Belém do São Francisco;0,642;601607
Florânia;0,642;403806
Santa Rita do Pardo;0,642;007554
Laranjeiras;0,642;803609
Itabaiana;0,642;506905
Almenara;0,642;101706
Manga;0,642;139300
Almeirim;0,642;500503
Corrente;0,642;202901
Passabém;0,642;147501
Santana do Seridó;0,642;411429
Babaçulândia;0,642;703008
Barrolândia;0,642;703107
São Vicente;0,642;413003
Nova Laranjeiras;0,642;117057
São Valério do Sul;0,642;319737
Malta;0,642;508802
Coração de Jesus;0,642;118809
Nazaré;0,641;714302
Barra do Turvo;0,641;505401
Itacarambi;0,641;132107
Nova Porteirinha;0,641;145059
Taquaritinga do Norte;0,641;615003
João Lisboa;0,641;105500
São Mamede;0,641;514909
Aquiraz;0,641;301000
Alta Floresta D'Oeste;0,641;100015
Amparo do Serra;0,641;102506
Campo Belo do Sul;0,641;203402
Primavera de Rondônia;0,641;101476
Frei Martinho;0,641;506202
Axixá;0,641;101103
Coxixola;0,641;504850
Goioxim;0,641;108650
Vitória de Santo Antão;0,64;616407
Bocaiúva do Sul;0,64;103107
Pedras Altas;0,64;314175
Timbaúba dos Batistas;0,64;414308
São Domingos;0,64;513968
Macaíba;0,64;407104
Itaituba;0,64;503606
Itapipoca;0,64;306405
Carmolândia;0,64;703883
Conceição do Araguaia;0,64;502707
Santa Maria do Suaçuí;0,64;158201
Formoso;0,64;126208
São Gonçalo do Rio Preto;0,64;125507
Porto Grande;0,64;600535
São Romão;0,64;164209
Senador Guiomard;0,64;200450
São João do Manteninha;0,64;162575
Machacalis;0,64;138906
Catolé do Rocha;0,64;504306
Rio Branco do Ivaí;0,64;122172
Rondolândia;0,64;107578
Ribeirão Branco;0,639;543006
Piedade de Ponte Nova;0,639;150208
Paudalho;0,639;610608
Araguacema;0,639;701903
Nioaque;0,639;005806
Novo Acordo;0,639;715101
Caroebe;0,639;400233
Dois Irmãos do Buriti;0,639;003488
Tefé;0,639;304203
Apodi;0,639;401008
Delta;0,639;121258
Palmital;0,639;535309
São Félix do Coribe;0,639;929057
São Félix;0,639;929008
Luzinópolis;0,639;712454
Uruburetama;0,639;313807
Mariluz;0,639;115101
Água Branca;0,639;200202
São Francisco de Itabapoana;0,639;304755
Desterro de Entre Rios;0,639;121407
Capitão Enéas;0,639;112703
Bandeirantes do Tocantins;0,638;703057
Simão Pereira;0,638;167509
São João Evangelista;0,638;162807
Goianinha;0,638;404200
Rio Maria;0,638;506161
Palhano;0,638;310001
Corumbataí do Sul;0,638;106555
Carbonita;0,638;113503
São Francisco;0,638;513984
Palmeira dos Índios;0,638;706307
Sabinópolis;0,638;156809
Ibirapuitã;0,638;309951
Vicente Dutra;0,638;323101
Bernardo Sayão;0,638;703206
Moeda;0,638;142304
São Domingos das Dores;0,638;160959
Beberibe;0,638;302206
Umburatiba;0,638;170305
Ministro Andreazza;0,638;101203
Wanderlândia;0,638;722081
Caraúbas;0,638;402303
Jaíba;0,638;135050
Alto Paraguai;0,638;100508
Nossa Senhora do Livramento;0,638;106109
Santo Amaro das Brotas;0,637;806602
Pinheiro;0,637;108603
Pedro Teixeira;0,637;149408
Caculé;0,637;905008
Guaramiranga;0,637;305100
São Jerônimo da Serra;0,637;124707
Capão Bonito do Sul;0,637;304622
Santa Terezinha do Tocantins;0,637;720002
Bonfim;0,637;400159
Paula Cândido;0,637;148301
Paracuru;0,637;310209
Apuí;0,637;300144
Irupi;0,637;202652
Itanhém;0,637;916005
Valente;0,637;933000
Santa Bárbara do Tugúrio;0,637;157302
Guarani de Goiás;0,637;209408
Oratórios;0,637;145851
Itaperuçu;0,637;111258
Joaquim Felício;0,637;136405
Capão do Leão;0,637;304663
Uiraúna;0,636;516904
Nova Lacerda;0,636;106182
Sardoá;0,636;165503
Felipe Guerra;0,636;403707
Curionópolis;0,636;502772
Tijucas do Sul;0,636;127601
Almas;0,636;700400
Olaria;0,636;145406
Retirolândia;0,636;926103
São José do Cerrito;0,636;216800
Ibotirama;0,636;913200
Orós;0,636;309508
Pindoretama;0,636;310852
Espigão Alto do Iguaçu;0,636;107546
Dores de Guanhães;0,636;123106
Candói;0,635;104428
Oliveira Fortes;0,635;145703
Cantagalo;0,635;112059
Piripiri;0,635;208403
Surubim;0,635;614501
Terra Santa;0,635;507979
Martins Soares;0,635;140530
Santa Cruz;0,635;411205
São José do Egito;0,635;613602
Seabra;0,635;929909
Chapada Gaúcha;0,635;116159
Pacoti;0,635;309805
Itueta;0,635;134103
Tibau;0,635;411056
Santa Rita do Novo Destino;0,634;219456
Taguatinga;0,634;720903
Caranaíba;0,634;113107
Pombal;0,634;512101
Paraipaba;0,634;310258
Oeiras;0,634;207009
Gramado Xavier;0,634;309159
Novo Horizonte do Oeste;0,634;100502
Vila Propício;0,634;222302
Carolina;0,634;102804
Itambé do Mato Dentro;0,634;132800
Nova Roma;0,634;214903
Porto Firme;0,634;152303
Lagoa dos Patos;0,634;137304
Serrinha;0,634;413508
Gravatá;0,634;606408
Santa Maria do Tocantins;0,634;718881
Mundo Novo;0,634;922102
Itagimirim;0,634;915304
São João da Lagoa;0,634;162252
Entre Folhas;0,634;123858
Conceição da Feira;0,634;908200
Itambacuri;0,634;132701
Tuparetama;0,634;615904
Conceição do Mato Dentro;0,634;117504
Vargem Grande do Rio Pardo;0,634;170651
Tarumirim;0,633;168408
Tauá;0,633;313302
Aral Moreira;0,633;001243
Caiana;0,633;110103
Groaíras;0,633;304905
Bom Jesus da Lapa;0,633;903904
Serranópolis de Minas;0,633;166956
Urucânia;0,633;170503
Alto Parnaíba;0,633;100501
Pindaré-Mirim;0,633;108504
Santana da Boa Vista;0,633;317004
Itapissuma;0,633;607752
Santo Antônio do Grama;0,633;160108
Farias Brito;0,633;304301
Minas Novas;0,633;141801
Bocaina;0,632;201804
Silves;0,632;304005
Santo Antônio do Tauá;0,632;507003
Rosário;0,632;109601
Cruz;0,632;304251
Independência;0,632;305605
Escada;0,632;605202
Dom Macedo Costa;0,632;910206
Gandu;0,632;911204
Lajedão;0,632;918902
Rodelas;0,632;927101
Córrego Novo;0,632;120003
José Gonçalves de Minas;0,632;136520
Presidente Bernardes;0,632;153103
Riachinho;0,632;718550
São Sebastião do Rio Preto;0,632;164803
Simonésia;0,632;167608
Veredinha;0,632;171071
Divino de São Lourenço;0,632;201803
Mato Rico;0,632;115739
Miranda;0,632;005608
Sinimbu;0,631;320677
Pendências;0,631;409902
Matipó;0,631;140902
Ichu;0,631;913309
Nova Olinda;0,631;714880
Rosário do Catete;0,631;806107
Campinaçu;0,631;204656
Marianópolis do Tocantins;0,631;712504
Sobradinho;0,631;930774
Araguatins;0,631;702208
Cantagalo;0,631;112059
Desterro do Melo;0,631;121506
Sobrália;0,631;167707
Uruçuí;0,631;211209
Redentora;0,631;315404
Vargem Alegre;0,631;170578
Jari;0,631;311130
Senhora de Oliveira;0,631;166006
Angical do Piauí;0,63;200608
Ipiranga do Piauí;0,63;204808
Campos Sales;0,63;302701
Campina do Simão;0,63;103958
Jangada;0,63;104906
Penedo;0,63;706703
Acaiaca;0,63;100401
Ramilândia;0,63;121257
Bonópolis;0,63;203575
São Geraldo do Baixio;0,63;161650
Nova Módica;0,63;144904
Barra do Mendes;0,63;903003
Santa Rita de Ibitipoca;0,63;159407
Itinga do Maranhão;0,63;105427
Bacabeira;0,629;101251
Itaobim;0,629;133303
Pentecoste;0,629;310704
Belo Jardim;0,629;601706
Dores do Turvo;0,629;123304
Nova Cruz;0,629;408300
Encanto;0,629;403301
Várzea Alegre;0,629;314003
Cândido de Abreu;0,629;104402
Lassance;0,629;138104
Reduto;0,629;154150
Governador Edison Lobão;0,629;104552
São João do Triunfo;0,629;125100
Bodó;0,629;401651
Piau;0,629;150109
Rio Bonito do Iguaçu;0,629;122156
Vargem;0,629;556354
Turuçu;0,629;322327
Cutias;0,628;600212
Itacambira;0,628;132008
Riachão do Jacuípe;0,628;926301
Abaiara;0,628;300101
Acorizal;0,628;100102
Santana de Pirapama;0,628;158508
Serra Branca;0,628;515500
Berilo;0,628;106507
Monteiro;0,628;509701
Colônia do Gurguéia;0,628;202752
São Francisco do Oeste;0,628;411908
Abaetetuba;0,628;500107
Palmeiras do Tocantins;0,628;713809
Milagres;0,628;308302
Jordânia;0,628;136504
Lagoa Seca;0,627;508307
Itamaraju;0,627;915601
Cairu;0,627;905404
Pedra Azul;0,627;148707
Peçanha;0,627;148608
Pavão;0,627;148509
Pequizeiro;0,627;716653
Santa Rita;0,627;110203
Santa Teresinha;0,627;513802
Sumé;0,627;516300
Espinosa;0,627;124302
Bugre;0,627;109253
Santa Bárbara do Pará;0,627;506351
Vale do Paraíso;0,627;101807
Lambari D'Oeste;0,627;105234
Simplício Mendes;0,627;210805
Axixá do Tocantins;0,627;702901
Baixio;0,627;301802
São Gonçalo dos Campos;0,627;929305
Cachoeirinha;0,627;703826
Itaverava;0,627;133907
Lagoa da Confusão;0,627;711902
Riacho dos Machados;0,627;154507
Coronel Murta;0,627;119500
Buriti do Tocantins;0,627;703800
Cuparaque;0,627;120839
Cedro;0,627;303808
Itaitinga;0,626;306256
Coroaci;0,626;119203
Piedade dos Gerais;0,626;150406
Várzea;0,626;414704
Senhora dos Remédios;0,626;166204
Campo Redondo;0,626;402105
Raposa;0,626;109452
Tumiritinga;0,626;169505
Floresta;0,626;605707
Pocrane;0,626;151909
Coruripe;0,626;702306
Bonfim;0,626;400159
Joanésia;0,626;136108
Mambaí;0,626;212709
Mendes Pimentel;0,626;141504
Redenção;0,626;506138
Muribeca;0,626;804300
Guamaré;0,626;404507
Serra da Raiz;0,626;515609
Olhos-D'Água;0,626;145455
São Sebastião do Oeste;0,626;164605
Arari;0,626;101004
Santo Estêvão;0,626;928802
Pedra Branca do Amapari;0,626;600154
Santa Leopoldina;0,626;204500
Milhã;0,626;308351
Santa Cruz do Escalvado;0,625;157401
Guimarães;0,625;104909
Caetité;0,625;905206
Alto Paraíso;0,625;100403
São João do Pacuí;0,625;162658
Mâncio Lima;0,625;200336
Ibicaraí;0,625;912103
Brás Pires;0,625;108701
Gurjão;0,625;506509
Amargosa;0,625;901007
Lajes Pintadas;0,625;406809
Angical;0,625;901403
Paulistas;0,625;148400
Medeiros Neto;0,625;921104
Solonópole;0,625;313005
Nova Olinda;0,625;714880
Potiraguá;0,625;925402
Francisco Dumont;0,625;126604
Ervália;0,625;124005
Lagarto;0,625;803500
Icaraí de Minas;0,624;130051
Jenipapo de Minas;0,624;135456
Buritizeiro;0,624;109402
Jaguaruana;0,624;307007
Almino Afonso;0,624;400604
Medina;0,624;141405
Angicos;0,624;400802
Ourilândia do Norte;0,624;505437
Caxias;0,624;103000
Braúnas;0,624;108800
Itajá;0,624;404853
Lajes;0,624;406700
Pedra do Anta;0,624;148806
Amaral Ferrador;0,624;300638
Inhuma;0,624;204709
Caracaraí;0,624;400209
Ponte Alta do Tocantins;0,624;717909
Poté;0,624;152402
Rio Pardo de Minas;0,624;155603
Vale do Sol;0,624;322533
Capitão Andrade;0,624;112653
Caparaó;0,624;112109
Barra Longa;0,624;105707
Fortim;0,624;304459
Itapagé;0,623;#N/D
Tenente Laurentino Cruz;0,623;414159
Bela Cruz;0,623;302305
São José do Norte;0,623;318507
Caturité;0,623;504355
Esperança;0,623;506004
Miguel Leão;0,623;206308
São Miguel do Tocantins;0,623;720200
Zabelê;0,623;517407
Oriximiná;0,623;505304
Cabrobó;0,623;603009
Equador;0,623;403400
Elísio Medrado;0,623;910305
Divinolândia de Minas;0,623;122207
Lençóis;0,623;919306
Petrolândia;0,623;611002
São Miguel dos Campos;0,623;708600
Juti;0,623;005152
Valença;0,623;932903
Bom Jesus do Galho;0,623;107802
Guaraciaba;0,623;128204
Cedro de São João;0,623;801603
São Paulo do Potengi;0,622;412609
Ibitirama;0,622;202553
São Pedro do Suaçuí;0,622;164100
Plácido de Castro;0,622;200385
Abel Figueiredo;0,622;500131
Jacundá;0,622;503804
Francisco Badaró;0,622;126505
Monte do Carmo;0,622;713601
Dom Joaquim;0,622;122603
Dom Pedro;0,622;103802
Mirinzal;0,622;106805
Passa Sete;0,622;314068
Aratuba;0,622;301406
Missão Velha;0,622;308401
Palmácia;0,622;310100
Porteiras;0,622;311108
Quixeré;0,622;311504
Milagres;0,622;308302
Martins;0,622;407401
Nísia Floresta;0,622;408201
Quixabá;0,622;#N/D
Santarém;0,622;506807
São João do Cariri;0,622;514008
Calmon;0,622;203154
Ferreiros;0,622;605509
Palmares;0,622;610004
Imbaú;0,622;110078
Capim Grosso;0,621;906873
Piancó;0,621;511301
Campo Azul;0,621;111150
Jaguaribe;0,621;306900
Piraquê;0,621;717206
Campo do Brito;0,621;801009
Licínio de Almeida;0,621;919405
Augusto Severo;0,621;#N/D
Maragogipe;0,621;920601
Filadélfia;0,621;707702
Pacujá;0,621;309904
Japaratuba;0,621;803302
Goianorte;0,621;708304
